GAME_ID,GAME_DATE_EST,HOME_TEAM_ID,VISITOR_TEAM_ID,PTS_home,PTS_away,AST_home,AST_away,REB_home,REB_away,FG_PCT_home,FG_PCT_away,FG3_PCT_home,FG3_PCT_away,FT_PCT_home,FT_PCT_away,IS_HOME,GSW_WIN,GSW_AST,GSW_REB,GSW_FG_PCT,GSW_FG3_PCT,GSW_FT_PCT
21100453,2012-02-17,1610612760,1610612744,110.0,87.0,24.0,18.0,44.0,43.0,0.527,0.348,0.417,0.304,0.815,0.857,False,False,18.0,43.0,0.348,0.304,0.857
21100440,2012-02-15,1610612744,1610612757,91.0,93.0,24.0,23.0,39.0,41.0,0.474,0.405,0.368,0.455,0.75,0.882,True,False,24.0,39.0,0.474,0.368,0.75
21100419,2012-02-13,1610612744,1610612756,102.0,96.0,17.0,29.0,44.0,42.0,0.4529999999999999,0.4629999999999999,0.389,0.2,0.81,0.789,True,True,17.0,44.0,0.4529999999999999,0.389,0.81
21100412,2012-02-12,1610612744,1610612745,106.0,97.0,24.0,22.0,35.0,47.0,0.506,0.413,0.542,0.379,0.722,0.727,True,True,24.0,35.0,0.506,0.542,0.722
21100385,2012-02-09,1610612743,1610612744,101.0,109.0,28.0,22.0,39.0,41.0,0.435,0.519,0.375,0.52,0.667,0.636,False,True,22.0,41.0,0.519,0.52,0.636
21100372,2012-02-07,1610612744,1610612760,116.0,119.0,28.0,24.0,36.0,33.0,0.55,0.524,0.429,0.423,0.826,0.952,True,False,28.0,36.0,0.55,0.429,0.826
21100353,2012-02-04,1610612758,1610612744,114.0,106.0,21.0,25.0,55.0,36.0,0.439,0.433,0.455,0.552,0.857,0.923,False,False,25.0,36.0,0.433,0.552,0.923
21100331,2012-02-02,1610612744,1610612762,119.0,101.0,23.0,24.0,47.0,43.0,0.469,0.456,0.3329999999999999,0.25,0.84,0.765,True,True,23.0,47.0,0.469,0.3329999999999999,0.84
21100314,2012-01-31,1610612744,1610612758,93.0,90.0,26.0,21.0,38.0,53.0,0.407,0.4270000000000001,0.3329999999999999,0.375,0.846,0.737,True,True,26.0,38.0,0.407,0.3329999999999999,0.846
21100284,2012-01-27,1610612744,1610612760,109.0,120.0,30.0,23.0,34.0,53.0,0.471,0.477,0.429,0.235,0.789,0.865,True,False,30.0,34.0,0.471,0.429,0.789
21100269,2012-01-25,1610612744,1610612757,101.0,93.0,33.0,25.0,30.0,43.0,0.519,0.41,0.55,0.381,0.5710000000000001,0.85,True,True,33.0,30.0,0.519,0.55,0.5710000000000001
21100251,2012-01-23,1610612744,1610612763,90.0,91.0,24.0,18.0,39.0,41.0,0.5,0.424,0.36,0.154,0.625,0.7390000000000001,True,False,24.0,39.0,0.5,0.36,0.625
21100226,2012-01-20,1610612744,1610612754,91.0,94.0,18.0,25.0,45.0,43.0,0.4629999999999999,0.422,0.435,0.5,0.875,0.762,True,False,18.0,45.0,0.4629999999999999,0.435,0.875
21100206,2012-01-18,1610612751,1610612744,107.0,100.0,24.0,23.0,45.0,26.0,0.493,0.514,0.379,0.5,0.88,0.667,False,False,23.0,26.0,0.514,0.5,0.667
21100196,2012-01-17,1610612739,1610612744,95.0,105.0,16.0,26.0,54.0,43.0,0.4270000000000001,0.436,0.3329999999999999,0.474,0.7140000000000001,0.737,False,True,26.0,43.0,0.436,0.474,0.737
21100181,2012-01-15,1610612765,1610612744,91.0,99.0,23.0,23.0,32.0,43.0,0.419,0.521,0.368,0.2,0.846,0.741,False,True,23.0,43.0,0.521,0.2,0.741
21100171,2012-01-14,1610612766,1610612744,112.0,100.0,21.0,18.0,37.0,41.0,0.5,0.417,0.5379999999999999,0.25,0.763,0.7809999999999999,False,False,18.0,41.0,0.417,0.25,0.7809999999999999
21100158,2012-01-12,1610612744,1610612753,109.0,117.0,27.0,27.0,38.0,43.0,0.524,0.515,0.435,0.478,0.684,0.655,True,False,27.0,38.0,0.524,0.435,0.684
21100142,2012-01-10,1610612744,1610612748,111.0,106.0,23.0,16.0,52.0,48.0,0.4,0.4589999999999999,0.3329999999999999,0.182,0.867,0.65,True,True,23.0,52.0,0.4,0.3329999999999999,0.867
21100119,2012-01-07,1610612744,1610612762,87.0,88.0,19.0,25.0,42.0,43.0,0.414,0.395,0.368,0.25,0.917,0.7140000000000001,True,False,19.0,42.0,0.414,0.368,0.917
21100109,2012-01-06,1610612747,1610612744,97.0,90.0,27.0,19.0,47.0,34.0,0.481,0.494,0.273,0.286,0.69,0.526,False,False,19.0,34.0,0.494,0.286,0.526
21100091,2012-01-04,1610612759,1610612744,101.0,95.0,23.0,18.0,45.0,37.0,0.474,0.4629999999999999,0.588,0.45,0.708,0.632,False,False,18.0,37.0,0.4629999999999999,0.45,0.632
21100066,2012-01-02,1610612756,1610612744,102.0,91.0,23.0,27.0,49.0,36.0,0.4479999999999999,0.5,0.348,0.412,0.762,0.6,False,False,27.0,36.0,0.5,0.412,0.6
21100056,2011-12-31,1610612744,1610612755,79.0,107.0,20.0,29.0,48.0,48.0,0.382,0.494,0.235,0.55,0.583,0.581,True,False,20.0,48.0,0.382,0.235,0.583
21100032,2011-12-28,1610612744,1610612752,92.0,78.0,20.0,15.0,47.0,31.0,0.455,0.4,0.375,0.19,0.667,0.72,True,True,20.0,47.0,0.455,0.375,0.667
21100017,2011-12-26,1610612744,1610612741,99.0,91.0,22.0,16.0,36.0,47.0,0.4679999999999999,0.415,0.267,0.3329999999999999,0.742,0.682,True,True,22.0,36.0,0.4679999999999999,0.267,0.742
21100005,2011-12-25,1610612744,1610612746,86.0,105.0,17.0,22.0,48.0,43.0,0.39,0.457,0.238,0.348,0.708,0.605,True,False,17.0,48.0,0.39,0.238,0.708
11100020,2011-12-20,1610612758,1610612744,95.0,91.0,21.0,23.0,42.0,47.0,0.451,0.3879999999999999,0.556,0.176,0.618,0.71,False,False,23.0,47.0,0.3879999999999999,0.176,0.71
11100008,2011-12-17,1610612744,1610612758,107.0,96.0,25.0,21.0,47.0,32.0,0.494,0.4479999999999999,0.286,0.4639999999999999,0.7390000000000001,0.6970000000000001,True,True,25.0,47.0,0.494,0.286,0.7390000000000001
21001227,2011-04-13,1610612744,1610612757,110.0,86.0,33.0,18.0,41.0,48.0,0.511,0.337,0.435,0.423,0.667,0.76,True,True,33.0,41.0,0.511,0.435,0.667
21001210,2011-04-11,1610612743,1610612744,134.0,111.0,31.0,20.0,49.0,37.0,0.532,0.444,0.435,0.52,0.6859999999999999,0.857,False,False,20.0,37.0,0.444,0.52,0.857
21001200,2011-04-10,1610612744,1610612758,103.0,104.0,27.0,23.0,43.0,52.0,0.416,0.451,0.273,0.3329999999999999,0.722,0.8,True,False,27.0,43.0,0.416,0.273,0.722
21001173,2011-04-06,1610612744,1610612747,95.0,87.0,23.0,17.0,50.0,47.0,0.387,0.429,0.28,0.263,0.8420000000000001,0.593,True,True,23.0,50.0,0.387,0.28,0.8420000000000001
21001160,2011-04-05,1610612757,1610612744,87.0,108.0,19.0,16.0,40.0,47.0,0.41,0.5,0.143,0.4379999999999999,0.889,0.8640000000000001,False,True,16.0,47.0,0.5,0.4379999999999999,0.8640000000000001
21001136,2011-04-02,1610612744,1610612742,99.0,92.0,22.0,25.0,43.0,43.0,0.449,0.411,0.3329999999999999,0.2,0.917,0.65,True,True,22.0,43.0,0.449,0.3329999999999999,0.917
21001112,2011-03-30,1610612763,1610612744,110.0,91.0,28.0,19.0,44.0,41.0,0.565,0.47,0.5,0.286,0.632,0.636,False,False,19.0,41.0,0.47,0.286,0.636
21001103,2011-03-29,1610612760,1610612744,115.0,114.0,24.0,25.0,52.0,42.0,0.455,0.423,0.3329999999999999,0.423,0.848,0.882,False,False,25.0,42.0,0.423,0.423,0.882
21001093,2011-03-27,1610612744,1610612764,114.0,104.0,26.0,24.0,44.0,46.0,0.474,0.416,0.4579999999999999,0.25,0.684,0.867,True,True,26.0,44.0,0.474,0.4579999999999999,0.684
21001079,2011-03-25,1610612744,1610612761,138.0,100.0,33.0,26.0,40.0,34.0,0.614,0.469,0.588,0.462,0.813,0.6920000000000001,True,True,33.0,40.0,0.614,0.588,0.813
21001062,2011-03-23,1610612745,1610612744,131.0,112.0,35.0,25.0,45.0,42.0,0.505,0.511,0.462,0.467,0.7709999999999999,0.611,False,False,25.0,42.0,0.511,0.467,0.611
21001049,2011-03-21,1610612759,1610612744,111.0,96.0,29.0,16.0,42.0,45.0,0.494,0.452,0.344,0.316,0.8420000000000001,0.778,False,False,16.0,45.0,0.452,0.316,0.778
21001042,2011-03-20,1610612742,1610612744,101.0,73.0,24.0,16.0,51.0,39.0,0.43,0.351,0.364,0.25,0.84,0.7,False,False,16.0,39.0,0.351,0.25,0.7
21001026,2011-03-18,1610612756,1610612744,108.0,97.0,25.0,16.0,45.0,51.0,0.442,0.422,0.32,0.316,0.8,0.778,False,False,16.0,51.0,0.422,0.316,0.778
21001012,2011-03-16,1610612744,1610612742,106.0,112.0,24.0,28.0,31.0,41.0,0.512,0.519,0.375,0.421,0.684,0.889,True,False,24.0,31.0,0.512,0.375,0.684
21000998,2011-03-14,1610612758,1610612744,129.0,119.0,28.0,24.0,46.0,24.0,0.5660000000000001,0.5,0.471,0.423,0.818,0.667,False,False,24.0,24.0,0.5,0.423,0.667
21000990,2011-03-13,1610612744,1610612750,100.0,77.0,23.0,20.0,46.0,43.0,0.4370000000000001,0.366,0.3329999999999999,0.412,0.773,0.621,True,True,23.0,46.0,0.4370000000000001,0.3329999999999999,0.773
21000975,2011-03-11,1610612744,1610612753,123.0,120.0,35.0,23.0,34.0,48.0,0.495,0.476,0.6,0.469,0.769,0.7140000000000001,True,True,35.0,34.0,0.495,0.6,0.769
21000954,2011-03-09,1610612751,1610612744,94.0,90.0,25.0,16.0,48.0,41.0,0.4370000000000001,0.44,0.3329999999999999,0.429,0.75,0.667,False,False,16.0,41.0,0.44,0.429,0.667
21000948,2011-03-08,1610612739,1610612744,85.0,95.0,18.0,21.0,44.0,40.0,0.365,0.4529999999999999,0.222,0.444,0.826,0.9,False,True,21.0,40.0,0.4529999999999999,0.444,0.9
21000935,2011-03-06,1610612755,1610612744,125.0,117.0,32.0,19.0,53.0,39.0,0.495,0.49,0.25,0.211,0.8390000000000001,0.944,False,False,19.0,39.0,0.49,0.211,0.944
21000918,2011-03-04,1610612738,1610612744,107.0,103.0,26.0,17.0,28.0,39.0,0.534,0.476,0.389,0.263,0.917,0.857,False,False,17.0,39.0,0.476,0.263,0.857
21000904,2011-03-02,1610612764,1610612744,102.0,106.0,16.0,24.0,40.0,54.0,0.4039999999999999,0.424,0.25,0.35,0.722,0.794,False,True,24.0,54.0,0.424,0.35,0.794
21000894,2011-03-01,1610612754,1610612744,109.0,100.0,17.0,19.0,46.0,44.0,0.425,0.4270000000000001,0.188,0.407,0.889,0.722,False,False,19.0,44.0,0.4270000000000001,0.407,0.722
21000882,2011-02-27,1610612750,1610612744,126.0,123.0,23.0,21.0,61.0,40.0,0.447,0.4579999999999999,0.48,0.406,0.8109999999999999,0.917,False,False,21.0,40.0,0.4579999999999999,0.406,0.917
21000870,2011-02-25,1610612744,1610612737,79.0,95.0,21.0,26.0,34.0,49.0,0.371,0.476,0.1669999999999999,0.263,0.846,0.909,True,False,21.0,34.0,0.371,0.1669999999999999,0.846
21000845,2011-02-22,1610612744,1610612738,93.0,115.0,18.0,35.0,35.0,52.0,0.3929999999999999,0.556,0.263,0.412,0.7859999999999999,0.727,True,False,18.0,35.0,0.3929999999999999,0.263,0.7859999999999999
21000834,2011-02-16,1610612762,1610612744,100.0,107.0,18.0,17.0,40.0,34.0,0.455,0.545,0.214,0.421,0.9,0.682,False,True,17.0,34.0,0.545,0.421,0.682
21000823,2011-02-15,1610612744,1610612740,102.0,89.0,25.0,16.0,32.0,38.0,0.506,0.4529999999999999,0.526,0.3,0.8240000000000001,0.7829999999999999,True,True,25.0,32.0,0.506,0.526,0.8240000000000001
21000811,2011-02-13,1610612744,1610612760,100.0,94.0,28.0,15.0,47.0,33.0,0.434,0.525,0.304,0.444,0.778,0.857,True,True,28.0,47.0,0.434,0.304,0.778
21000784,2011-02-10,1610612756,1610612744,112.0,88.0,25.0,19.0,47.0,32.0,0.524,0.4,0.545,0.3,0.857,0.588,False,False,19.0,32.0,0.4,0.3,0.588
21000782,2011-02-09,1610612744,1610612743,116.0,114.0,30.0,28.0,42.0,42.0,0.511,0.53,0.5,0.417,0.667,0.727,True,True,30.0,42.0,0.511,0.5,0.667
21000765,2011-02-07,1610612744,1610612756,92.0,104.0,20.0,32.0,50.0,41.0,0.434,0.4370000000000001,0.111,0.433,0.6920000000000001,0.75,True,False,20.0,50.0,0.434,0.111,0.6920000000000001
21000753,2011-02-05,1610612744,1610612741,101.0,90.0,26.0,28.0,35.0,39.0,0.481,0.475,0.3329999999999999,0.32,0.826,0.462,True,True,26.0,35.0,0.481,0.3329999999999999,0.826
21000731,2011-02-03,1610612744,1610612749,100.0,94.0,23.0,31.0,36.0,49.0,0.506,0.429,0.5,0.261,0.769,0.833,True,True,23.0,36.0,0.506,0.5,0.769
21000707,2011-01-30,1610612744,1610612762,96.0,81.0,21.0,23.0,47.0,42.0,0.493,0.3720000000000001,0.4,0.3329999999999999,0.8,0.722,True,True,21.0,47.0,0.493,0.4,0.8
21000691,2011-01-28,1610612744,1610612766,113.0,121.0,26.0,32.0,49.0,41.0,0.466,0.511,0.44,0.385,0.87,0.613,True,False,26.0,49.0,0.466,0.44,0.87
21000677,2011-01-26,1610612744,1610612740,103.0,112.0,19.0,32.0,28.0,35.0,0.507,0.622,0.308,0.385,0.885,0.789,True,False,19.0,28.0,0.507,0.308,0.885
21000662,2011-01-24,1610612744,1610612759,102.0,113.0,21.0,26.0,36.0,46.0,0.4589999999999999,0.5,0.3329999999999999,0.3329999999999999,0.95,0.765,True,False,21.0,36.0,0.4589999999999999,0.3329999999999999,0.95
21000651,2011-01-22,1610612746,1610612744,113.0,109.0,28.0,23.0,48.0,42.0,0.435,0.4589999999999999,0.212,0.3329999999999999,0.8,0.815,False,False,23.0,42.0,0.4589999999999999,0.3329999999999999,0.815
21000638,2011-01-21,1610612744,1610612758,119.0,112.0,21.0,22.0,44.0,45.0,0.516,0.447,0.222,0.25,0.85,0.6759999999999999,True,True,21.0,44.0,0.516,0.222,0.85
21000624,2011-01-19,1610612744,1610612754,110.0,108.0,22.0,21.0,35.0,49.0,0.511,0.457,0.375,0.409,0.737,0.862,True,True,22.0,35.0,0.511,0.375,0.737
21000607,2011-01-17,1610612744,1610612751,109.0,100.0,25.0,28.0,35.0,38.0,0.494,0.488,0.3329999999999999,0.214,0.75,0.792,True,True,25.0,35.0,0.494,0.3329999999999999,0.75
21000585,2011-01-14,1610612744,1610612746,122.0,112.0,29.0,23.0,35.0,41.0,0.524,0.529,0.5379999999999999,0.214,0.917,0.731,True,True,29.0,35.0,0.524,0.5379999999999999,0.917
21000571,2011-01-12,1610612744,1610612747,110.0,115.0,28.0,26.0,27.0,47.0,0.506,0.512,0.433,0.313,0.818,0.897,True,False,28.0,27.0,0.506,0.433,0.818
21000545,2011-01-09,1610612746,1610612744,105.0,91.0,21.0,20.0,52.0,44.0,0.395,0.39,0.235,0.318,0.767,0.7140000000000001,False,False,20.0,44.0,0.39,0.318,0.7140000000000001
21000534,2011-01-07,1610612744,1610612739,116.0,98.0,26.0,24.0,42.0,39.0,0.482,0.461,0.5,0.308,0.952,0.667,True,True,26.0,42.0,0.482,0.5,0.952
21000518,2011-01-05,1610612740,1610612744,103.0,110.0,24.0,22.0,49.0,37.0,0.5,0.481,0.375,0.4,0.636,0.75,False,True,22.0,37.0,0.481,0.4,0.75
21000500,2011-01-03,1610612753,1610612744,110.0,90.0,26.0,19.0,42.0,43.0,0.494,0.409,0.469,0.364,0.76,0.769,False,False,19.0,43.0,0.409,0.364,0.769
21000486,2011-01-01,1610612748,1610612744,114.0,107.0,24.0,19.0,43.0,36.0,0.493,0.471,0.429,0.481,0.745,0.75,False,False,19.0,36.0,0.471,0.481,0.75
21000477,2010-12-31,1610612766,1610612744,95.0,96.0,19.0,16.0,50.0,39.0,0.422,0.494,0.313,0.417,0.7140000000000001,0.625,False,True,16.0,39.0,0.494,0.417,0.625
21000462,2010-12-29,1610612737,1610612744,103.0,93.0,31.0,22.0,44.0,43.0,0.512,0.446,0.421,0.3329999999999999,0.583,0.733,False,False,22.0,43.0,0.446,0.3329999999999999,0.733
21000454,2010-12-27,1610612744,1610612755,110.0,95.0,31.0,25.0,44.0,54.0,0.47,0.4320000000000001,0.652,0.235,0.81,0.75,True,True,31.0,44.0,0.47,0.652,0.81
21000437,2010-12-25,1610612744,1610612757,109.0,102.0,31.0,27.0,32.0,53.0,0.482,0.423,0.455,0.278,0.905,0.75,True,True,31.0,32.0,0.482,0.455,0.905
21000419,2010-12-21,1610612758,1610612744,109.0,117.0,18.0,24.0,56.0,48.0,0.39,0.472,0.304,0.4,0.857,0.6970000000000001,False,True,24.0,48.0,0.472,0.4,0.6970000000000001
21000413,2010-12-20,1610612744,1610612745,112.0,121.0,29.0,31.0,35.0,45.0,0.512,0.5,0.318,0.4579999999999999,0.7040000000000001,0.765,True,False,29.0,35.0,0.512,0.318,0.7040000000000001
21000399,2010-12-18,1610612757,1610612744,96.0,95.0,24.0,17.0,40.0,42.0,0.487,0.444,0.4,0.353,0.636,0.7390000000000001,False,False,17.0,42.0,0.444,0.353,0.7390000000000001
21000366,2010-12-14,1610612744,1610612750,108.0,99.0,21.0,26.0,43.0,47.0,0.506,0.4589999999999999,0.5,0.278,0.613,0.667,True,True,21.0,43.0,0.506,0.5,0.613
21000359,2010-12-13,1610612762,1610612744,108.0,95.0,26.0,18.0,40.0,46.0,0.494,0.395,0.353,0.44,0.828,0.645,False,False,18.0,46.0,0.395,0.44,0.645
21000340,2010-12-10,1610612744,1610612748,84.0,106.0,24.0,33.0,41.0,50.0,0.373,0.526,0.3329999999999999,0.643,0.667,0.7140000000000001,True,False,24.0,41.0,0.373,0.3329999999999999,0.667
21000322,2010-12-08,1610612759,1610612744,111.0,94.0,31.0,24.0,41.0,45.0,0.512,0.451,0.462,0.522,0.722,0.727,False,False,24.0,45.0,0.451,0.522,0.727
21000312,2010-12-07,1610612742,1610612744,105.0,100.0,22.0,24.0,45.0,44.0,0.4479999999999999,0.467,0.35,0.5,0.741,0.462,False,False,24.0,44.0,0.467,0.5,0.462
21000297,2010-12-05,1610612760,1610612744,114.0,109.0,25.0,20.0,47.0,44.0,0.435,0.452,0.25,0.35,0.925,0.857,False,False,20.0,44.0,0.452,0.35,0.857
21000274,2010-12-02,1610612744,1610612756,101.0,107.0,27.0,25.0,31.0,37.0,0.5,0.5479999999999999,0.5,0.3329999999999999,0.588,0.955,True,False,27.0,31.0,0.5,0.5,0.588
21000260,2010-11-30,1610612744,1610612759,98.0,118.0,20.0,31.0,44.0,50.0,0.471,0.462,0.278,0.3329999999999999,0.611,0.871,True,False,20.0,44.0,0.471,0.278,0.611
21000238,2010-11-27,1610612750,1610612744,94.0,104.0,19.0,26.0,55.0,32.0,0.395,0.506,0.278,0.667,0.8059999999999999,0.706,False,True,26.0,32.0,0.506,0.667,0.706
21000232,2010-11-26,1610612763,1610612744,116.0,111.0,24.0,28.0,33.0,44.0,0.525,0.488,0.5329999999999999,0.45,0.828,0.87,False,False,28.0,44.0,0.488,0.45,0.87
21000217,2010-11-24,1610612745,1610612744,111.0,101.0,26.0,14.0,43.0,38.0,0.484,0.467,0.5,0.263,0.765,0.667,False,False,14.0,38.0,0.467,0.263,0.667
21000201,2010-11-22,1610612744,1610612743,89.0,106.0,16.0,24.0,38.0,47.0,0.402,0.467,0.231,0.5710000000000001,0.813,0.923,True,False,16.0,38.0,0.402,0.231,0.813
21000194,2010-11-21,1610612747,1610612744,117.0,89.0,32.0,16.0,46.0,43.0,0.557,0.352,0.409,0.15,0.8,0.846,False,False,16.0,43.0,0.352,0.15,0.846
21000181,2010-11-19,1610612744,1610612752,119.0,125.0,24.0,31.0,33.0,43.0,0.516,0.5710000000000001,0.542,0.435,0.706,0.8440000000000001,True,False,24.0,33.0,0.516,0.542,0.706
21000149,2010-11-15,1610612744,1610612765,101.0,97.0,22.0,22.0,44.0,42.0,0.424,0.446,0.389,0.368,0.815,0.667,True,True,22.0,44.0,0.424,0.389,0.815
21000137,2010-11-13,1610612749,1610612744,79.0,72.0,15.0,18.0,58.0,42.0,0.337,0.341,0.375,0.455,0.81,0.6,False,False,18.0,42.0,0.341,0.455,0.6
21000119,2010-11-11,1610612741,1610612744,120.0,90.0,29.0,20.0,46.0,39.0,0.5479999999999999,0.411,0.368,0.304,0.913,0.7140000000000001,False,False,20.0,39.0,0.411,0.304,0.7140000000000001
21000113,2010-11-10,1610612752,1610612744,117.0,122.0,17.0,23.0,41.0,36.0,0.4679999999999999,0.528,0.226,0.5,0.884,0.7190000000000001,False,True,23.0,36.0,0.528,0.5,0.7190000000000001
21000097,2010-11-08,1610612761,1610612744,102.0,109.0,19.0,19.0,32.0,42.0,0.4579999999999999,0.527,0.286,0.313,0.815,0.813,False,True,19.0,42.0,0.527,0.313,0.813
21000091,2010-11-07,1610612765,1610612744,102.0,97.0,27.0,19.0,46.0,46.0,0.451,0.429,0.529,0.261,0.679,0.826,False,False,19.0,46.0,0.429,0.261,0.826
21000078,2010-11-05,1610612744,1610612762,85.0,78.0,16.0,18.0,52.0,46.0,0.376,0.395,0.143,0.214,0.591,0.7140000000000001,True,True,16.0,52.0,0.376,0.143,0.591
21000063,2010-11-03,1610612744,1610612763,115.0,109.0,26.0,28.0,48.0,39.0,0.413,0.512,0.433,0.444,0.765,0.68,True,True,26.0,48.0,0.413,0.433,0.765
21000043,2010-10-31,1610612747,1610612744,107.0,83.0,25.0,27.0,56.0,42.0,0.4429999999999999,0.4039999999999999,0.316,0.25,0.767,0.462,False,False,27.0,42.0,0.4039999999999999,0.25,0.462
21000029,2010-10-29,1610612744,1610612746,109.0,91.0,32.0,17.0,46.0,40.0,0.531,0.386,0.583,0.278,0.529,0.688,True,True,32.0,46.0,0.531,0.583,0.529
21000015,2010-10-27,1610612744,1610612745,132.0,128.0,25.0,24.0,45.0,39.0,0.5539999999999999,0.471,0.4,0.25,0.846,0.8079999999999999,True,True,25.0,45.0,0.5539999999999999,0.4,0.846
11000113,2010-10-22,1610612747,1610612744,105.0,102.0,23.0,19.0,35.0,47.0,0.412,0.474,0.321,0.313,0.8390000000000001,0.833,False,False,19.0,47.0,0.474,0.313,0.833
11000106,2010-10-21,1610612747,1610612744,120.0,99.0,30.0,22.0,37.0,48.0,0.56,0.436,0.588,0.071,0.727,0.8,False,False,22.0,48.0,0.436,0.071,0.8
11000097,2010-10-19,1610612756,1610612744,92.0,87.0,17.0,14.0,56.0,60.0,0.3779999999999999,0.33,0.208,0.192,0.792,0.727,False,False,14.0,60.0,0.33,0.192,0.727
11000089,2010-10-18,1610612744,1610612757,100.0,78.0,22.0,19.0,48.0,41.0,0.444,0.377,0.211,0.214,0.706,0.767,True,True,22.0,48.0,0.444,0.211,0.706
11000075,2010-10-16,1610612757,1610612744,118.0,105.0,26.0,27.0,39.0,38.0,0.5379999999999999,0.5,0.529,0.389,0.7929999999999999,0.8,False,False,27.0,38.0,0.5,0.389,0.8
11000049,2010-10-12,1610612758,1610612744,116.0,97.0,19.0,16.0,46.0,33.0,0.481,0.422,0.375,0.1669999999999999,0.8370000000000001,0.833,False,False,16.0,33.0,0.422,0.1669999999999999,0.833
11000040,2010-10-10,1610612744,1610612758,95.0,86.0,17.0,21.0,54.0,50.0,0.412,0.341,0.15,0.435,0.7859999999999999,0.737,True,True,17.0,54.0,0.412,0.15,0.7859999999999999
11000029,2010-10-08,1610612744,1610612746,127.0,87.0,28.0,21.0,49.0,40.0,0.557,0.3779999999999999,0.667,0.32,0.893,0.5479999999999999,True,True,28.0,49.0,0.557,0.667,0.893
20901229,2010-04-14,1610612757,1610612744,116.0,122.0,32.0,22.0,43.0,40.0,0.506,0.5,0.385,0.4,0.75,0.71,False,True,22.0,40.0,0.5,0.4,0.71
20901214,2010-04-13,1610612744,1610612762,94.0,103.0,20.0,29.0,35.0,61.0,0.381,0.482,0.304,0.278,0.821,0.8,True,False,20.0,35.0,0.381,0.304,0.821
20901200,2010-04-11,1610612744,1610612760,120.0,117.0,25.0,25.0,43.0,55.0,0.506,0.423,0.5710000000000001,0.429,0.7879999999999999,0.833,True,True,25.0,43.0,0.506,0.5710000000000001,0.7879999999999999
20901194,2010-04-10,1610612746,1610612744,107.0,104.0,23.0,19.0,55.0,39.0,0.506,0.402,0.25,0.4379999999999999,0.667,0.762,False,False,19.0,39.0,0.402,0.4379999999999999,0.762
20901163,2010-04-07,1610612750,1610612744,107.0,116.0,25.0,33.0,36.0,39.0,0.481,0.561,0.5,0.5,0.7040000000000001,0.889,False,True,33.0,39.0,0.561,0.5,0.889
20901152,2010-04-06,1610612764,1610612744,112.0,94.0,22.0,16.0,52.0,31.0,0.518,0.3929999999999999,0.444,0.35,0.8,0.913,False,False,16.0,31.0,0.3929999999999999,0.35,0.913
20901145,2010-04-04,1610612761,1610612744,112.0,113.0,15.0,31.0,55.0,40.0,0.391,0.477,0.25,0.5,0.8220000000000001,0.72,False,True,31.0,40.0,0.477,0.5,0.72
20901130,2010-04-02,1610612744,1610612752,128.0,117.0,26.0,30.0,40.0,44.0,0.574,0.483,0.3329999999999999,0.441,0.684,0.8420000000000001,True,True,26.0,40.0,0.574,0.3329999999999999,0.684
20901119,2010-03-31,1610612762,1610612744,128.0,104.0,37.0,13.0,57.0,35.0,0.529,0.36,0.421,0.154,0.737,0.857,False,False,13.0,35.0,0.36,0.154,0.857
20901096,2010-03-28,1610612746,1610612744,103.0,121.0,19.0,25.0,53.0,38.0,0.3779999999999999,0.534,0.308,0.444,0.8440000000000001,0.826,False,True,25.0,38.0,0.534,0.444,0.826
20901086,2010-03-27,1610612744,1610612742,90.0,111.0,18.0,34.0,59.0,52.0,0.3329999999999999,0.484,0.276,0.5329999999999999,0.933,0.7,True,False,18.0,59.0,0.3329999999999999,0.276,0.933
20901067,2010-03-24,1610612744,1610612763,128.0,110.0,30.0,19.0,45.0,41.0,0.545,0.456,0.417,0.231,0.815,0.758,True,True,30.0,45.0,0.545,0.417,0.815
20901052,2010-03-22,1610612744,1610612756,131.0,133.0,24.0,29.0,35.0,50.0,0.5,0.536,0.3329999999999999,0.565,0.8109999999999999,0.769,True,False,24.0,35.0,0.5,0.3329999999999999,0.8109999999999999
20901032,2010-03-20,1610612763,1610612744,123.0,107.0,23.0,20.0,54.0,37.0,0.5,0.484,0.556,0.286,0.833,0.846,False,False,20.0,37.0,0.484,0.286,0.846
20901024,2010-03-19,1610612759,1610612744,147.0,116.0,39.0,25.0,53.0,29.0,0.6459999999999999,0.484,0.3329999999999999,0.375,0.531,0.762,False,False,25.0,29.0,0.484,0.375,0.762
20901014,2010-03-17,1610612744,1610612740,131.0,121.0,32.0,28.0,32.0,39.0,0.54,0.512,0.481,0.3329999999999999,0.923,0.765,True,True,32.0,32.0,0.54,0.481,0.923
20900995,2010-03-15,1610612744,1610612747,121.0,124.0,29.0,25.0,25.0,56.0,0.48,0.56,0.433,0.3,0.923,0.81,True,False,29.0,25.0,0.48,0.433,0.923
20900982,2010-03-13,1610612744,1610612761,124.0,112.0,22.0,31.0,42.0,39.0,0.474,0.5660000000000001,0.593,0.5,0.818,0.7829999999999999,True,True,22.0,42.0,0.474,0.593,0.818
20900963,2010-03-11,1610612744,1610612757,105.0,110.0,19.0,20.0,36.0,53.0,0.475,0.419,0.385,0.467,0.905,0.838,True,False,19.0,36.0,0.475,0.385,0.905
